seed,profit,utilization_rate,on_time_rate,penalty_rate
2000,72141.0,0.8015873015873016,0.5833333333333334,0.4166666666666667
2001,78469.0,0.7857142857142857,0.6666666666666666,0.3333333333333333
2002,72141.0,0.8015873015873016,0.5833333333333334,0.4166666666666667
2003,77949.0,0.8015873015873016,0.6666666666666666,0.3333333333333333
2004,71301.0,0.8015873015873016,0.5833333333333334,0.4166666666666667
2005,73161.0,0.7936507936507936,0.5833333333333334,0.4166666666666667
2006,78469.0,0.7857142857142857,0.6666666666666666,0.3333333333333333
2007,72141.0,0.8015873015873016,0.5833333333333334,0.4166666666666667
2008,71301.0,0.8015873015873016,0.5833333333333334,0.4166666666666667
2009,77949.0,0.8015873015873016,0.6666666666666666,0.3333333333333333
2010,72141.0,0.8015873015873016,0.5833333333333334,0.4166666666666667
2011,73470.0,0.8015873015873016,0.5833333333333334,0.4166666666666667
2012,71821.0,0.7857142857142857,0.5833333333333334,0.4166666666666667
2013,79469.0,0.8015873015873016,0.6666666666666666,0.3333333333333333
2014,79469.0,0.8015873015873016,0.6666666666666666,0.3333333333333333
2015,77949.0,0.8015873015873016,0.6666666666666666,0.3333333333333333
2016,78469.0,0.7857142857142857,0.6666666666666666,0.3333333333333333
2017,78469.0,0.7857142857142857,0.6666666666666666,0.3333333333333333
2018,77949.0,0.8015873015873016,0.6666666666666666,0.3333333333333333
2019,78469.0,0.7857142857142857,0.6666666666666666,0.3333333333333333
2020,78469.0,0.7857142857142857,0.6666666666666666,0.3333333333333333
2021,73161.0,0.7936507936507936,0.5833333333333334,0.4166666666666667
2022,78469.0,0.7857142857142857,0.6666666666666666,0.3333333333333333
2023,77189.0,0.8015873015873016,0.6666666666666666,0.3333333333333333
2024,77949.0,0.8015873015873016,0.6666666666666666,0.3333333333333333
2025,77949.0,0.8015873015873016,0.6666666666666666,0.3333333333333333
2026,71821.0,0.7857142857142857,0.5833333333333334,0.4166666666666667
2027,72141.0,0.8015873015873016,0.5833333333333334,0.4166666666666667
2028,78469.0,0.7857142857142857,0.6666666666666666,0.3333333333333333
2029,79469.0,0.8015873015873016,0.6666666666666666,0.3333333333333333
