timestamp,exp_tag,seed,profit,total_revenue,production_cost,wage_cost,penalty,utilization_rate,on_time_rate,penalty_rate,run_dir
2025-11-10T16:20:26,ga-vns-m6s2-wage-medium,500,3790.0,372200.0,124480.0,203100.0,40830.0,0.6746031746031746,0.0,1.0,experiments\run-20251110_162026_ga-vns-m6s2-wage-medium_seed500
2025-11-10T16:20:27,ga-vns-m6s2-wage-medium,501,3130.0,350360.0,118000.0,193900.0,35330.0,0.6349206349206349,0.125,0.875,experiments\run-20251110_162027_ga-vns-m6s2-wage-medium_seed501
2025-11-10T16:20:27,ga-vns-m6s2-wage-medium,502,7850.0,351400.0,120120.0,188100.0,35330.0,0.6111111111111112,0.125,0.875,experiments\run-20251110_162027_ga-vns-m6s2-wage-medium_seed502
2025-11-10T16:20:28,ga-vns-m6s2-wage-medium,503,2090.0,346160.0,115640.0,187600.0,40830.0,0.6190476190476191,0.0,1.0,experiments\run-20251110_162028_ga-vns-m6s2-wage-medium_seed503
2025-11-10T16:20:29,ga-vns-m6s2-wage-medium,504,-350.0,336680.0,111200.0,185000.0,40830.0,0.5952380952380952,0.0,1.0,experiments\run-20251110_162029_ga-vns-m6s2-wage-medium_seed504
2025-11-10T16:20:30,ga-vns-m6s2-wage-medium,505,-3210.0,351040.0,117920.0,195500.0,40830.0,0.626984126984127,0.0,1.0,experiments\run-20251110_162030_ga-vns-m6s2-wage-medium_seed505
2025-11-10T16:20:30,ga-vns-m6s2-wage-medium,506,350.0,347200.0,117920.0,188100.0,40830.0,0.6190476190476191,0.0,1.0,experiments\run-20251110_162030_ga-vns-m6s2-wage-medium_seed506
2025-11-10T16:20:31,ga-vns-m6s2-wage-medium,507,-2090.0,322080.0,106640.0,176700.0,40830.0,0.5793650793650794,0.0,1.0,experiments\run-20251110_162031_ga-vns-m6s2-wage-medium_seed507
2025-11-10T16:20:32,ga-vns-m6s2-wage-medium,508,370.0,326480.0,113480.0,171800.0,40830.0,0.5714285714285714,0.0,1.0,experiments\run-20251110_162032_ga-vns-m6s2-wage-medium_seed508
2025-11-10T16:20:33,ga-vns-m6s2-wage-medium,509,530.0,321360.0,109000.0,171000.0,40830.0,0.5634920634920635,0.0,1.0,experiments\run-20251110_162033_ga-vns-m6s2-wage-medium_seed509
2025-11-10T16:30:25,ga-vns-m6s2-wage-medium,500,3790.0,372200.0,124480.0,203100.0,40830.0,0.6746031746031746,0.0,1.0,experiments\run-20251110_163025_ga-vns-m6s2-wage-medium_seed500
2025-11-10T16:30:26,ga-vns-m6s2-wage-medium,501,3130.0,350360.0,118000.0,193900.0,35330.0,0.6349206349206349,0.125,0.875,experiments\run-20251110_163026_ga-vns-m6s2-wage-medium_seed501
2025-11-10T16:30:27,ga-vns-m6s2-wage-medium,502,7850.0,351400.0,120120.0,188100.0,35330.0,0.6111111111111112,0.125,0.875,experiments\run-20251110_163027_ga-vns-m6s2-wage-medium_seed502
2025-11-10T16:30:28,ga-vns-m6s2-wage-medium,503,2090.0,346160.0,115640.0,187600.0,40830.0,0.6190476190476191,0.0,1.0,experiments\run-20251110_163028_ga-vns-m6s2-wage-medium_seed503
2025-11-10T16:30:29,ga-vns-m6s2-wage-medium,504,-350.0,336680.0,111200.0,185000.0,40830.0,0.5952380952380952,0.0,1.0,experiments\run-20251110_163029_ga-vns-m6s2-wage-medium_seed504
2025-11-10T16:30:29,ga-vns-m6s2-wage-medium,505,-3210.0,351040.0,117920.0,195500.0,40830.0,0.626984126984127,0.0,1.0,experiments\run-20251110_163029_ga-vns-m6s2-wage-medium_seed505
2025-11-10T16:30:30,ga-vns-m6s2-wage-medium,506,350.0,347200.0,117920.0,188100.0,40830.0,0.6190476190476191,0.0,1.0,experiments\run-20251110_163030_ga-vns-m6s2-wage-medium_seed506
2025-11-10T16:30:31,ga-vns-m6s2-wage-medium,507,5850.0,333600.0,109520.0,177400.0,40830.0,0.5873015873015873,0.0,1.0,experiments\run-20251110_163031_ga-vns-m6s2-wage-medium_seed507
2025-11-10T16:30:32,ga-vns-m6s2-wage-medium,508,1350.0,361600.0,121320.0,198100.0,40830.0,0.6428571428571429,0.0,1.0,experiments\run-20251110_163032_ga-vns-m6s2-wage-medium_seed508
2025-11-10T16:30:33,ga-vns-m6s2-wage-medium,509,530.0,321360.0,109000.0,171000.0,40830.0,0.5634920634920635,0.0,1.0,experiments\run-20251110_163032_ga-vns-m6s2-wage-medium_seed509
2025-11-10T16:30:33,ga-vns-m6s2-wage-medium,510,6150.0,359360.0,118880.0,193500.0,40830.0,0.6349206349206349,0.0,1.0,experiments\run-20251110_163033_ga-vns-m6s2-wage-medium_seed510
2025-11-10T16:30:34,ga-vns-m6s2-wage-medium,511,2030.0,353200.0,119840.0,190500.0,40830.0,0.6190476190476191,0.0,1.0,experiments\run-20251110_163034_ga-vns-m6s2-wage-medium_seed511
2025-11-10T16:30:35,ga-vns-m6s2-wage-medium,512,-2590.0,379520.0,129280.0,212000.0,40830.0,0.6825396825396826,0.0,1.0,experiments\run-20251110_163035_ga-vns-m6s2-wage-medium_seed512
2025-11-10T16:30:36,ga-vns-m6s2-wage-medium,513,990.0,313840.0,103320.0,168700.0,40830.0,0.5476190476190477,0.0,1.0,experiments\run-20251110_163036_ga-vns-m6s2-wage-medium_seed513
2025-11-10T16:30:36,ga-vns-m6s2-wage-medium,514,2690.0,324800.0,109280.0,172000.0,40830.0,0.5555555555555556,0.0,1.0,experiments\run-20251110_163036_ga-vns-m6s2-wage-medium_seed514
